Filename,Text,Source,Label,
1_00052,Black girl with a white help i love it.,https://www.youtube.com/watch?v=tdv3bBUOSB8,1,
1_00053,Who cares you look like an indian.,https://www.youtube.com/watch?v=tdv3bBUOSB8,1,
1_00054,I think its ironic that everybody's dressed like a cowboy and she's fucking indian.,https://www.youtube.com/watch?v=tdv3bBUOSB8,1,
1_00055,"I deal with black guys on a daily basis, i had to ask the women who know what white guys like.",https://www.youtube.com/watch?v=tdv3bBUOSB8,1,
1_00056,You're a black person all my black friends can't swim.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00057,"You shouldn't even be here, you need to go to miami where all the latinos are. You shouldn't be here in beverly hills.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00058,Well you don't need sun so that's perfect. That's perfect for you. Well if i was black i would have one inside my house too.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00059,Growing up in a white household he's not use to all this fancy stuff.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00060,"You don't like black guys? No, i don't like black guys.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00061,Only the help speak spanish.,https://www.youtube.com/watch?v=bCTXvZ8Ng-s,1,
1_00062,"Isabella, no more spanish its not part of your culture anymore. I don't care, you are an american now.",https://www.youtube.com/watch?v=bCTXvZ8Ng-s,1,
1_00063,Come on mexican i thought you were all mexican and strong. She wants to prove how tough she is cause she is from mexico.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00064,"The little chirpy mexican has to have her way. I am so brave, mexico, I am from Mexico. I can take anybody's ass.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00065,I didn't mean mexican in a derogatory way or i wouldn't speak mexican.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00066,"How hard is it, how many times do you need to be asked. I am sorry, i didn't say it in spanish take the fucking hat off.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00067,"i dont care that you are mexican, I have slept with plenty of mexicans.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00068,Ediho is very at home at a mexican restaurant and it definitely brings out eddy's inner beaner.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00069,Is that a joke no they are like this they are like chinky chinky chinamen.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00070,I dont know how to say not so smart in japanese. No arigato hand in ice-o.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00071,"I dont want to be kung fu panda. You know you have kind off those, kind off slightly slanted eyes. I don't know, maybe you got confused.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00072,"You would not find another white women to sit on that motherfucker, cause nobody is dumb enough to do that.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00073,Nobody really wanted to cause social media wasn't there and fucking racism wasn't real. This whole racism in this day and age is bullshit.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00074,"You're weave is busted. You're trash, you this. You're ratchet.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00075,This woman is a stalker from the middle eastern terrorist and she is terrorizing simples like me and she will probably get deported,https://www.youtube.com/watch?v=0ncMaeofgkY,1,
1_00076,"Honey, i know many people who might be jews, who can't stand jews.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00077,"Are these black people walking around, cause black on black is hard to see. I can't really see who is who in all black. I can only see the beige people like myself, everybody else i only see teeth and eyes.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00078,"What you got is half breed shit is not in atlanta, they are not looking for you. Oh ,you dont like half breeds? You're a whore. ",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00079,what's an aborigine we had to go google it since columbus came it's american indian,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00080,throw his ass out he's a nigger he's a nigger he's a nigger a nigger look there's a nigger,https://www. youtube.com/watch?v=TKMGjvGBsVs,1,
1_00081,Hey you stupid moron where is the fucking nigger pot.,https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00082,"You're so fucking powerful, you've got a nigger connection. Stupid fucking mexican.",https://www.youtube.com/watch?v=OdRZpiWyXBM,1,
1_00083,Mexican cars just going to be a lazy feckless flatulent opening.,https://www.youtube.com/watch?v=jXAgTfyVacI,1,
1_00084,they cant do food the mexicans can they cause its all like sick with cheese on it.,https://www.youtube.com/watch?v=jXAgTfyVacI,1,
1_00085,just imagine waking up and remembering you're mexican.,https://www.youtube.com/watch?v=jXAgTfyVacI,1,
1_00086,"Shut up speak english, if you're going to speak.",https://www.youtube.com/watch?v=JQNgCUgdCis,1,
1_00087,"What are you, you do not even look human. Okay, get off our street you do not belong in playa vista.",https://www.youtube.com/watch?v=4_lfGnIcwto,1,
1_00088,People cannot know you're gay.,https://www.youtube.com/watch?v=j0HimifAxkI,1,
1_00089,We speak english in america.,https://www.youtube.com/watch?v=bCTXvZ8Ng-s,1,
1_00090,"It's okay, speak english you are in america. They come here to live and act like everybody else.",https://www.youtube.com/watch?v=bCTXvZ8Ng-s,1,
1_00091,Islam hates us,https://www.youtube.com/watch?v=RskvZgc_s9g,1,
1_00092,I don't trust this mexican boss. You know the only reason they hit pinatas is so they can practice beating white people.,https://www.youtube.com/watch?v=4APOXh9qzlw,1,
1_00093,no offense but black people have to learn how to parallel park.,https://www.youtube.com/watch?v=4APOXh9qzlw,1,
1_00094,"Asians, they don't even know how to tag people on instagram.",https://www.youtube.com/watch?v=4APOXh9qzlw,1,
1_00095,"If our country was all caucasian, the homicide rate would drop seventy percent perhaps.",https://www.youtube.com/watch?v=RILA7a-kYes,1,
1_00096,we should be suspicious of all muslims in this country.,https://www.youtube.com/watch?v=RILA7a-kYes,1,
1_00097,"You go outside and piss in the gutter boy. I'll call 911 on your ass, before i let you ruin these white peoples toilet with that unemployed piss.",https://www.youtube.com/watch?v=0xK1DJ691sE,1,
1_00098,"We hear about slavery for four hundred years, for four hundred years that sounds like a choice.",https://www.youtube.com/watch?v=0xK1DJ691sE,1,
1_00099,"Because i am a white women, that's what happens i believe in white power.",https://www.youtube.com/watch?v=GWEBwHAH1HU,1,
1_00100,"I don't want a terrorist, touching my food or taking my order.",https://www.youtube.com/watch?v=bG6omxJJrw4,1,
1_00101,"Hey, I dont care what this guy says, he is a muslim. I dont think he should be working here",https://www.youtube.com/watch?v=bG6omxJJrw4,1,
1_00102,"She belongs in a white family, where she will be loved more by her own people.",https://www.youtube.com/watch?v=hgV6--qX6WI,1,
1_00103,A doctor who is not black is not helping my kid. I would like to see a white doctor.,https://www.youtube.com/watch?v=RQKx315yPtk,1,
1_00104,"You son of bitch, you fucking cunt, go back to where you are from.",https://www.youtube.com/watch?v=WjmDwWUhEpg,1,
1_00105,"I live in canada, I don't live in a terrorist country. Why are there so many turbans.",https://www.youtube.com/watch?v=WjmDwWUhEpg,1,
1_00106,Why you foreigners come over here and speak your goddamn fucking chinese.,https://www.youtube.com/watch?v=WjmDwWUhEpg,1,
1_00107,You sound white.,https://www.youtube.com/watch?v=WjmDwWUhEpg,1,
1_00108,you are really pretty for a black girl.,https://www.youtube.com/watch?v=WjmDwWUhEpg,1,
1_00109,"You want canadian people to give money to terrorism, is that what you wanna do. Why dont you go back to your own country.",https://www.youtube.com/watch?v=WjmDwWUhEpg,1,
1_00110,"You know what, this is canada we don't wear whatever the hell that thing is. I am canadian. No you are not.",https://www.youtube.com/watch?v=WjmDwWUhEpg,1,
1_00111,There is an islamic envasion into our government offices right now.,https://www.youtube.com/watch?v=sUvEZk_7Pa0,1,
1_00112,"I think you should leave, I feel really unconfortable putting you in a plane with real americans.",https://www.youtube.com/watch?v=w3UZyzGq9hs,1,
1_00113,"You, you're wearing your cap, you dont look american to me and i know i watch the news. I know what's happening, and he's muslim",https://www.youtube.com/watch?v=w3UZyzGq9hs,1,
1_00114,"You are muslim, you're not american.",https://www.youtube.com/watch?v=w3UZyzGq9hs,1,
1_00115,Seriously you're gonna give your baby to couple of gay guys but i think that is the worst thing you can do to your baby,https://www.youtube.com/watch?v=N85g6DQ4H1g,1,
1_00116,She's here illegally. She's better off in mexico.,https://www.youtube.com/watch?v=R2pa955EWP4,1,
1_00117,And my guess is they are undocumented so my next call is to ice to have each one of those kicked out of my country.,https://www.youtube.com/watch?v=bCTXvZ8Ng-s,1,
1_00118,"I just feel like, that someone who looks like you, should'nt be with kids that look like them.",https://www.youtube.com/watch?v=q6sNwlpu6d0,1,
1_00119,What you dont speak american. Why dont you go somewhere like taco bell where they speak spanish.,https://www.youtube.com/watch?v=5o-UPTKYT1o,1,
1_00120,Hey why dont you use english. This is america use english.,https://www.youtube.com/watch?v=5o-UPTKYT1o,1,
1_00121,"You dont deserve an all american burger, maybe an all mexican burger huevos rancheros or something.",https://www.youtube.com/watch?v=5o-UPTKYT1o,1,
1_00122,Im glad she's not my daughter. She's so pretty i did'nt even think she was a lesbian. Seems like a waste.,https://www.youtube.com/watch?v=NfBktuMXV00,1,
1_00123,"That's disgusting, i thought soldiers were supposed to be real men not fairies.",https://www.youtube.com/watch?v=EN4TiVwVmhw,1,
1_00124,You are why america's the laughingstock of the world. We have a bunch of queers fighting our wars.,https://www.youtube.com/watch?v=EN4TiVwVmhw,1,
1_00125,How can you be in the military and be gay.,https://www.youtube.com/watch?v=EN4TiVwVmhw,1,
1_00126,"I just really don't see the two of you fitting in. I mean come on, two gays guys this is a man's sport.",https://www.youtube.com/watch?v=A9NW_vhTwro,1,
1_00127,"I mean gay guys and sports. I just, i just dont get it.",https://www.youtube.com/watch?v=A9NW_vhTwro,1,
1_00128,"That means, I don't sell to white girls who are pretending to be black.",https://www.youtube.com/watch?v=KVUtyuIwbwU,1,
1_00129,You're forcing your gay lifestyle on an innocent child.,https://www.youtube.com/watch?v=sbA53wJJXpE,1,
1_00130,This is america we speak english here.,https://www.youtube.com/watch?v=vK1CJBTyef8,1,
1_00131,"you are idiots, you can get an education. But you want to be litle punk as nigga who's gonna get shot",https://www.youtube.com/watch?v=gezbLzXqbMA,1,
1_00132,"There were some night I went deliberately into black areas in the city, looking to be said upon so that i could unleash pfysical violence unleash physical violence",https://www.youtube.com/watch?v=Wl6_4oOppaY,1,
1_00133,Some rough girls from rutgers man. They got tattoos and some hot girl hoes. That's some nappy headed hoes there.,https://www.youtube.com/watch?v=kMvfEdTUO6Q,1,
1_00134,Then why didn't you stay in mexico,https://www.youtube.com/watch?v=I4mehbqRBlc,1,
1_00135,"Muslims killed us on nine eleven. No, oh my god. Muslims didn't kill us on nine one one, is that what you are saying.",https://www.youtube.com/watch?v=mY0YuXE65Gs,1,
1_00136,"If you wanna talk to me, you bring your manager here, you idiot. Or go speak chinese with your other staff and your shit talking somewhere else.",https://www.youtube.com/watch?v=hmyrBMCb7jw,1,
1_00137,Now you are just bragging nigga bitch. Oh nigga bitch monkey women,https://www.youtube.com/watch?v=czC6YZajaQg,1,
1_00138,"i am sitting in this cute little salon. My girl doesn't speak a lick of english, but besides that it's great. Can you imagine working on other people's feet your whole life, i mean it doesn't seem like she is trying to learn english or anything",https://www.youtube.com/watch?v=vK1CJBTyef8,1,
1_00139,"i am trying to talk to her and she is not speaking english. I mean it is our country, they come in here and",https://www.youtube.com/watch?v=vK1CJBTyef8,1,
1_00140,"they are so good with their hands. I don't know what it is, but asians are so good at giving massages.",https://www.youtube.com/watch?v=vK1CJBTyef8,1,
1_00141,"I am talking fresh of the bow, she is probably a bad driver too, but she is great at massage and probably great at math too",https://www.youtube.com/watch?v=vK1CJBTyef8,1,
1_00142,people worry when they see muslims,https://www.youtube.com/watch?v=GK6A-2PwfMI,1,
1_00143,"say what, you with a white girl? Yea, that's my girlfriend. You couldn't find a strong balck women for you",https://www.youtube.com/watch?v=V1SVjd6pL0I,1,
1_00144,"look i don't think you can like both. Why not? You can just say you are gay, you don't have to hide behind bisexuality",https://www.youtube.com/watch?v=M6pG7BZhRS0,1,
1_00145,"Bisexuality is not a real thing, you know that. Get your life straight. Get your life straight dude",https://www.youtube.com/watch?v=M6pG7BZhRS0,1,
1_00146,"I just don't think bisexuality itself is real. Like I said, I don't either",https://www.youtube.com/watch?v=M6pG7BZhRS0,1,
1_00147,"I just think when you come out, you should come out all the way. I just feel like bisexuality is just a stepping stone",https://www.youtube.com/watch?v=M6pG7BZhRS0,1,
1_00148,"It's bad enough that you are lesbains, but that they don't have a father, I think that's kind of bad. You dont feel uncomfortable, with people watching you",https://www.youtube.com/watch?v=Zhl9MLno424,1,
1_00149,Go back to mexico if you want to keep speaking Spanish. Go back to your mexican country,https://www.youtube.com/watch?v=Cr_-xnWnEbk,1,
1_00150,"I mean you are parents to these litle kids. She is gonna turn out gay just like you, because you have no dad in this family",https://www.youtube.com/watch?v=Zhl9MLno424,1,
1_00151,"with the stuff that's happening today, we can't be friends with a muslim man. Honestly yeah, it's just it's too dangerous",https://www.youtube.com/watch?v=6i_8ZWBE-5U,1,
1_00152,"Listen dude, I post pictures on instagram and people comment things, like why are you friends with a terrorist",https://www.youtube.com/watch?v=6i_8ZWBE-5U,1,
1_00153,"If there are any muslim fundamentals in this room, alright. You see this microphone , I am calling it mohammed right and it's fucking gay.",https://www.youtube.com/watch?v=ZZb_POyXd1Q,1,
1_00154,"But its not just the hat, its what it represents. Its just a hat. yea, it is muslims, dangerous.",https://www.youtube.com/watch?v=6i_8ZWBE-5U,1,
1_00155,"we don't sell clothings for muslims here. But I am not even a muslim, I am a sikh. It's the same thing, we don't sell like turbans here. This is an american clothing store",https://www.youtube.com/watch?v=AKjci2LVBN8,1,
1_00156,"so whether you are muslim, islamic, sikh, whatever you think you are. We don't have clothes that are gonna match your terrorist hat.",https://www.youtube.com/watch?v=AKjci2LVBN8,1,
1_00157,"I can't sell to muslims, that's my personal policy. But I am not a muslim, I am a sikh. I don't care its all the same, turbans a turban, you know",https://www.youtube.com/watch?v=AKjci2LVBN8,1,
1_00158,"We don't have a muslim attire here. I am not a muslim, I am a sikh. Go shop in pakistan or afganistan.",https://www.youtube.com/watch?v=AKjci2LVBN8,1,
1_00159,"Look at him, the beard and turban, it's just the image it conjures. You kidding me.",https://www.youtube.com/watch?v=AKjci2LVBN8,1,
1_00160,"I mean, nine times out ten, if somebody steals something, they are black, ok. That's pretty much how it goes.",https://www.youtube.com/watch?v=qWIph_xlTbY,1,
1_00161,"All of your other girlfriends were fit and thin and then you bring. Bethany is fit. No she is not fit. You aren't worried about life expectancy, she is out of shape",https://www.youtube.com/watch?v=mLG4ArsG_ts,1,
1_00162,"You clearly don't care about your body. You guys can relax now, it's ridiculous. You know what alright, I am just gonna have to say it, she is fat.",https://www.youtube.com/watch?v=mLG4ArsG_ts,1,
1_00163,"i can't accept it, you are huge, you are too big for my son. Let us know when you meet somebody else, alright.",https://www.youtube.com/watch?v=mLG4ArsG_ts,1,
1_00164,"your fucking allah, allah. You fucking muslim",https://www.youtube.com/watch?v=KHx21vr624Y,1,
1_00165,"If you are in america, you should speak american english",https://www.youtube.com/watch?v=Cr_-xnWnEbk,1,
1_00166,"you are a nobody. Just because you come from another country, it will make you nobody.",https://www.youtube.com/watch?v=pCeHrHFGZik,1,
1_00167,"You know what. What? You guys are acting like black people, you shouldn't, you should act like white people",https://www.youtube.com/watch?v=JuEuSl5gaWM,1,
1_00168,"You are black person in a white neighborhood, and you are acting like one. Why don't you act like a white person in a white neighborhood.",https://www.youtube.com/watch?v=JuEuSl5gaWM,1,
1_00169,"hey, where are you from? Are you from China. I am from Japan. I don't think there is a difference man, you should probably go back to your country though.",https://www.youtube.com/watch?v=SM7gsJyunvE,1,
1_00170,"You worship the buffalo, a damn buffalo can't save you.",https://www.youtube.com/watch?v=SG_E2g3fL8M,1,
1_00171,A bunch of incest babies. A bunch of babies made out of incest,https://www.youtube.com/watch?v=SG_E2g3fL8M,1,
1_00172,A bunch of donald trump's incest children,https://www.youtube.com/watch?v=SG_E2g3fL8M,1,
1_00173,"Not a black male, not a chinese male, with his eyes like this.",https://www.youtube.com/watch?v=kMvfEdTUO6Q,1,
1_00174,"You can sit and be quite, that's fine. I don't wanna hear your language.",https://www.youtube.com/watch?v=dF41XxbFbr8&list=RDKHx21vr624Y&index=3,1,
1_00175,"you fucking jews, can't get your game down when you are done",https://www.youtube.com/watch?v=6tb_PiHTwAY&list=RDKHx21vr624Y&index=6,1,
1_00176,"Oh man, what genius put the retard in a express line",https://www.youtube.com/watch?v=B2rNcs27Dpg&list=RDKHx21vr624Y&index=14,1,
1_00177,"This might take a while, we are in retarted line. Oh I don't think so. Look how slow he is going",https://www.youtube.com/watch?v=B2rNcs27Dpg&list=RDKHx21vr624Y&index=14,1,
1_00178,"Honey, I hope you are not in a rush, because this is the retarted lane.",https://www.youtube.com/watch?v=B2rNcs27Dpg&list=RDKHx21vr624Y&index=14,1,
1_00179,"I want to be served by an american. Did I do anything wrong. Yeah, being in this country, taking jobs from real americans, yeah. You should be ashamed of yourself",https://www.youtube.com/watch?v=KAuecX_971A,1,
1_00180,You don't think that job should belong to a natural born american,https://www.youtube.com/watch?v=KAuecX_971A,1,
1_00181,"he doesn't look american, he doesn't look like us",https://www.youtube.com/watch?v=KAuecX_971A,1,
1_00182,"ok, here's the demand, your kind are taking jobs from americans and I feel like if I let you serve me I am supporting that. Did i do anything wrong, kind of yeah, we are building a wall to keep your kind out",https://www.youtube.com/watch?v=KAuecX_971A,1,
1_00183,Why would she wear those yoga pants. I think somebody who looks like that would wanna cover up and hide as much as possible,https://www.youtube.com/watch?v=Y2qWytOjV84,1,
1_00184,Yoga pants aren't for everyone and you are proof of that. You are just so skinny,https://www.youtube.com/watch?v=Y2qWytOjV84,1,
1_00185,You adopted a black baby on purpose. Yes. Are you one of these white women who are trying to rescue all the balck babies,https://www.youtube.com/watch?v=qm1Pd7bctaU,1,
1_00186,What are you one of those white women trying to save all the black babies.,https://www.youtube.com/watch?v=qm1Pd7bctaU,1,
1_00187,"I mean, you had an option, you didn't have to get a black child. I guess not, no. Trying to rescue the black babies.",https://www.youtube.com/watch?v=qm1Pd7bctaU,1,
1_00188,"People with down syndrome have a guardian; where is your guardian? I am trying to enjoy my night. Well you are slowing everything down, these people haven't recieved there order, these people haven't recieved.",https://www.youtube.com/watch?v=tHEwEvAXxos,1,
1_00189,Why are you defending a retarded kid?,https://www.youtube.com/watch?v=tHEwEvAXxos,1,
1_00190,I didn't even know that people with down syndrome could even go out by themselves,https://www.youtube.com/watch?v=tHEwEvAXxos,1,
1_00191,This is gonna take all day with somebody like him. He's obviously mentally challenged,https://www.youtube.com/watch?v=tHEwEvAXxos,1,
1_00192,I didn't even know mexicans were that smart,https://www.youtube.com/watch?v=Dq9EIDmB3M4,1,
1_00193,Shut up. Speaking in chinese in front of me. Shut up. You are rude. Speak english in Canada. Who I do complain about this. Shut up.,https://www.youtube.com/watch?v=hmyrBMCb7jw,1,
1_00194,"The way I used to talk to the jews in Boca. They hated me because I was a server. I just didn't care, and they complained and bitched about everything.",https://www.youtube.com/watch?v=Dq9EIDmB3M4,1,
1_00195,"Cause you are dumb, and you are a stupid, blue, asian haired girl.",https://www.youtube.com/watch?v=c_dlKnhY1D8,1,
1_00196,"But you are not black. Remember, we only kill black people Yeah, we only kill black people right?",https://www.youtube.com/watch?v=DQq4okYH45I,1,
1_00197,Why? Cause he is a bitch ass niggar.,https://www.youtube.com/watch?v=F5DE7KS2VI0,1,
1_00198,You stupid niggar bitch. Who the fuck you calling a niggar? You mutherfucker,https://www.youtube.com/watch?v=q3viJie6rIc,1,
1_00199,"See what fucking happens, you god damn nigger",https://www.youtube.com/watch?v=q3viJie6rIc,1,
1_00200,"God you are ugly, no wonder why people hate you. Israelis rule, because you guys are ugly.",https://www.youtube.com/watch?v=kvZrBrxnav4,1,
1_00201,"What country are you from. Who are you. I am gonna call the police. You don't run into people, I am a citizen here, you are not. You are an ugly fucking foreigner, so fuck you.",https://www.youtube.com/watch?v=y3jXyq6B2i4,1,
1_00202,"If they have the balls to come here and live of off my money, I pay for their well fare, I pay for their ability to be here. So the least they could do, the least they could do, is speak english.",https://www.youtube.com/watch?v=yD6ltHh0n9g,1,
1_00203,Sorry i know that's probably not funny for any mildly autistic people in the audience and then again nothing is,https://www.youtube.com/watch?v=ZZb_POyXd1Q,1,
1_00204,it's a gay microphone called mohammed and all it wants to do is roll a Quran up and fuck itself up the ass,https://www.youtube.com/watch?v=ZZb_POyXd1Q,1,
1_00205,I personally think global warning is a myth like world war two and women's rights,https://www.youtube.com/watch?v=ZZb_POyXd1Q,1,
1_00206,"People say dolphins are really intelligent, I think yeah, but only compared to the retarded kids we've got them swimming with",https://www.youtube.com/watch?v=ZZb_POyXd1Q,1,
1_00207,"On the subject of abortions, a lot of people support a women's right to choose but I think if I am paying for it. I am joking, I never pay.",https://www.youtube.com/watch?v=ZZb_POyXd1Q,1,
1_00208,"How do you get a hundred jews into a mini van, one in the driving seart, ninety nine in the ash tray,",https://www.youtube.com/watch?v=j5amrixqlQ8,1,
1_00209,"They say, there is safety in numbers. Yeah, tell that to six million jews",https://www.youtube.com/watch?v=ZZb_POyXd1Q,1,
